ADDRESS,LABEL_TYPE,LABEL_SUBTYPE,ADDRESS_NAME,PROJECT_NAME
A38TjtcYrfutXT6nfRxhqwoGiXyzwJsGPmekoZYYmfgP,defi,token_contract,solend ftt,solend
ACaCYaWUkpTAdymyTy1Y1mtbgDMwMhWxYQ6MLqsi9qVL,defi,router,kamino: sol/bozo strategy address,kamino
G8RHnATcdsD1pFqK77dqgaXwHZkfqw7wgHGCD6nvkpLu,defi,pool,solend: bear pool,solend
41r8HRmy2owpkSvGTzN6LuFoLGy4qRZyWg7rMc4wrFMs,defi,pool,solend: for farmers pool,solend
ByXB4xCxVhmUEmQj3Ut7byZ1Hbva1zhKjaVcv3jBMN7E,defi,router,kamino: SOL/STSOL strategy address,kamino
5BfnmK5ePeD36cKxQkaQDxbKPvw6uQ9p7RwvAaJUmzZa,defi,pool,atrix finance pool,atrix
CYPU45SXe9iBj31BhYVJhY98SaqUR3VzPa4gKVGahK1H,defi,pool,atrix finance pool,atrix
3LS6e2ZmsLdgD4KRJGKutncdHnJ69hjphMtnACR91Nrp,defi,pool,atrix finance farm,atrix
Ckya2fwCXDqTUg9fnWbajR6YLcSfQmPxxy5MyAoZXgyb,defi,pool,solend: cool pool,solend
LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,defi,pool,meteora dlmm pools program,meteora
3Vmc8yrFp8BSfHwkjuYHzqxk81An4CkU1rYut83vdP5g,defi,pool,atrix finance farm,atrix
BTsbZDV7aCMRJ3VNy9ygV4Q2UeEo9GpR8D6VvmMZzNr8,defi,token_contract,solend usdt,solend
DFTZmEopSWrj6YcsmQAAxypN7cHM3mnruEisJPQFJbs7,defi,token_contract,zbtc (acumen),acumen
6yYJKNxaMnMUFYbvQxkD2nxwQchTpvNpz4thBGcPstEV,defi,pool,atrix finance pool,atrix
srmqPvymJeFKQ4zGQed1GFppgkRHL9kaELCbyksJtPX,defi,general_contract,openbook program,openbook
6KVDKL3yjKZYsegGbVzhakTbdZt5y4fooRysk9TMuN7j,defi,pool,frakt: the catalina whale mixer pool,frakt
FarmsPZpWu9i7Kky8tPN37rs2TpmMrAZrC7S7vJa91Hr,defi,staking_contract,kamino: farms program,kamino
CxuuSEv67PzNkMxqCvHeDUr6HKaadoz8NhTfxbQSJnaG,defi,treasury,nirvana finance treasury,nirvana
0x1beCE8193f8Dc2b170135Da9F1fA8b81C7aD18b1,defi,pool,angle: weth-eur-vault,angle
B1g7MYoNxAawP5ezVG6YhAutZ8zc6npMxWQaYrLiHUTm,defi,pool,atrix finance pool,atrix
A5ANHizfayJUDBSwV5Cm7CNXCj6E6AAda49wzzdYPons,defi,treasury,deribit hot_wallet,deribit
E2PfMAjUWkTZG81nWY9bm1DRi72uZkfL79RWrRxVWw6s,defi,pool,solend: scarcoin pool,solend
3HUeooitcfKX1TSCx2xEpg2W31n6Qfmizu7nnbaEWYzs,defi,general_contract,cega program,cega
7REN47mgHozfnnetmUfWd1uqr6fj85hCzDF55e1y9bJG,defi,pool,solend: blocksmith labs forge pool,solend
6hUitb5V7W7nT6dmJ8K8YbBdb23usqxkkqqGPaHhvJ9a,defi,router,kamino: sol/clay strategy address,kamino
Fcof1e4UATMm4fMZcd5en2n7DXfAjHzgqae3yNRcCTAE,defi,pool,solend: fusdc pool,solend
3xPimMRj1sqbJKYwcVLfVhWgwMPuCmaYg7Jm6bmtAnhr,defi,router,kamino: sol/xbg strategy address,kamino
CBxr27wksZtdzApgW4nTSSNoQyiGdJ8jXpRPAx5oYk4J,defi,router,kamino: kmno/jitosol strategy address,kamino
ErNSr9mSDC9EkuvfUZQvedqTFiybvRsF838tiXn3Ektd,defi,router,kamino: kmno/sol strategy address,kamino
AxuWrPrJfwrUTvCWRxpkSQct6q8k1YSJzxhyYw2AAmv2,defi,reserve,kamino_2: kuxdusdcorca reserve,kamino
6pa587xoB3arhptprUSss1A6G7DniedsRdypLMr5HZab,defi,router,kamino: kmno/cloud strategy address,kamino
7uPMYkpYSizdYho3MMa63UtF8ZZXZMUz9b81MGSrDQZP,defi,router,kamino: bsol/veur strategy address,kamino
7G4z6eq342WWyf6KZ5zTUS6H6mop7uHYoep85hp2ueR6,defi,router,kamino: sol/foxy strategy address,kamino
6cmoaK88CiFz6mRmpmE81Emgdz1Nkvkd88DaCcWnVgjZ,defi,router,kamino: wif/usdc strategy address,kamino
jjdvHXkemENKtiFAaPjTCg25mV36d2Npd5up1BmzkQ1,defi,router,kamino: usdh/hbb strategy address,kamino
Bo5hwf3ry5Xyo5Zg6s6T7iSexhCQoZifN6RPXAvnGThE,defi,router,kamino: tfoxes/usdc strategy address,kamino
BzATZ6ZrxXvgghUiY4qgiQVkc1MY84f86LbtxE7hBgG7,defi,router,kamino: sol/hxd strategy address,kamino
hzwcnmFYxgvx1S2u1m9LBefKr3ikqdrhfAHgv7oBaU8,defi,pool,solend: peepo pool,solend
HeVhqRY3i22om5a7WGYftAJ2NjJJ3Cg5jnmMCsfFhRG8,defi,pool,solend: buy more jup pool,solend
2rELNvYhrbPiYDVCZoPfAYzhoao1E4X31DrbWmpxXXeG,defi,pool,atrix finance pool,atrix
4dPX2rrJgSEeB7sLrM9SdTE9PWzfeMe8Ky5YCfqQCwMD,defi,router,kamino: jup/jitosol strategy address,kamino
8hm2NNJu462Yu9CVr91Rr4qyazJcAzSstm44XmMggtsB,defi,router,kamino: SOL/EUROE strategy address,kamino
4HnDK5hwy88bWjnZTojUJ7RRB6zU5xVKZxbn1hHvurSN,defi,pool,solend: memecoin pool,solend
14VApMWQPHxFKw4ai14pqeGJ3VaV63eRG14ZMbU5h3vr,defi,pool,frakt: lifinity flares pool,frakt
589SV8SXkzWSjtcjoL8EVV8GiUvE4pj8f2syYcX1t8tL,defi,pool,atrix finance pool,atrix
b1azeTfpBiKN6AhEGVd1iPBsX3vmZqnFmS7Kqau7a2w,defi,general_contract,solblaze deployer,solblaze
2JcZW744Tr1dEApCgyNXvCYTESB4euFqoQe6TfPQNrJC,defi,pool,solend: srly pool,solend
5XGXqCpd18SJYQ7HVD3fz6JoD5ULaV1y7Dekr6iog6kz,defi,router,kamino: sol/pnut strategy address,kamino
F2PiA8v2VP47QUbPExvsEdeBzTsNzBi552CsYk7uarH,defi,router,kamino: usdc/eurc strategy address,kamino
7FT4kC4HaD2jgQjzKoodnK7Gurzq6AsMD6Cr3SCzedQ9,defi,router,kamino: bsol/jitosol strategy address,kamino
0x73aaf8694BA137a7537E7EF544fcf5E2475f227B,defi,pool,angle: wsteth-eur-vault,angle
7yJk8cLbJZGKT6JWrQn9156YgtYbbsqGMnR61inzAGkm,defi,pool,atrix finance pool,atrix
4WWZqWy2ND1bKQpurunVhjf5RvhqXH7RTLKBh4ir9Sc8,defi,pool,atrix finance farm,atrix
GenUMNGcWca1GiPLfg89698Gfys1dzk9BAGsyb9aEL2u,defi,general_contract,everlend general pool v1,everlend
2QRcHJgV7chRBr8FEwZ4XmMhCrWPxJ9yWhTFNNzVxwe9,defi,pool,solend: clone pool,solend
JA4X5eGXYPHDbKGsarBhPPBX6btdaeevQSU2ydCECSKK,defi,pool,solend: msol-sol pool,solend
AkkBe1rKt43CRxxZB76YV6VHE8tiNy78gLwZ1K7Qxn3A,defi,pool,atrix finance pool,atrix
BMLqPBXnxTAEYPxNNukXs5aMmTqi1CUg3iTXC9isCjtJ,defi,pool,solend: solcasinos pool,solend
9HKgzB4c16anLHgDswPx9hNMExWSj1zthqwStWjZc9qz,defi,router,kamino: jup/usdc strategy address,kamino
67FrSXqpZVmwJ4htwPVZ5zgfbUbcRRyVsJKQoQT9Csdd,defi,pool,atrix finance farm,atrix
0x29e9D3D8e295E23B1B39DCD3D8D595761E032306,defi,pool,angle: sd3crv-eur-vault,angle
1k1LKNtugkPkSVGFfMAFXQoVGRsBNJzphNoghLNGtps,defi,router,kamino: USDC/JITOSOL strategy address,kamino
0xdEeE8e8a89338241fe622509414Ff535fB02B479,defi,pool,angle: sdcrvfrax-eur-vault,angle
7V7igBALu1xyu4ZkXfuS6LnfkZ1aA6DKBx55ouA6Jhbm,defi,pool,atrix finance pool,atrix
DKGQAdbgY1c4JWR96vgdxX5d8KA35s46pGeisEZvoZ8F,defi,pool,atrix finance pool,atrix
2jfmLfJJM1HYPxyziQ6q8hHzkFcUNiHoas5NxMooysqZ,defi,pool,atrix finance farm,atrix
HogBhE8TJcMnKJNt3MrCeevdzndC5z9ZJ3u9BSjLwBsP,defi,router,kamino: jto/usdc strategy address,kamino
GP1Hs6qpDyEEZTBvueAcrZdv7w7myNJdjrJWggWmVGjg,defi,pool,frakt: radrugs pool,frakt
GL21ue1Eo1ohx8TQWhbpXHeYbBYGDxdwgYz6vVR26TEB,defi,router,kamino: sol/vc strategy address,kamino
in9BCveNxQX9rAGaZdrzDD5HGpVczfEoxzXLv3hzjgA,defi,pool,soloptions,friktion
CSsy2outtrtDrG1yw6GjNs8zxihBkbnEF4QHTfMnbd7x,defi,pool,solend: tpx to usdc pool,solend
EiZNeNEPPmbrNMW4CzoVD6J7HwTHTWDTeqNu3eiP4r32,defi,pool,solend: test test pool,solend
PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY,defi,general_contract,phoenix,ellipsis
F96p7hqJpcYWg3rXj4Ah8LcWqMP2UmeceNMtypNJSGMY,defi,pool,atrix finance pool,atrix
J55atXt8BnF99YUC4AmpHY2VuxZ6XbBTjL7dHaePid42,defi,pool,atrix finance farm,atrix
7zEA6PvYnLdBvBuJxmPme3D4JxTRqMFqrma1H3cHqPAW,defi,pool,solend: leverage trade jup/usdc! pool,solend
C8ZABqsCi6KRAynbQRYXxY5Bhoppp6M4JQs515NjgEb3,defi,router,kamino: jup/sol strategy address,kamino
GhGPbkWmPjSkbkgZbhNGBTxzwQKjqDpZwNfaf2gQKgdG,defi,reserve,kamino_2: uxd reserve,kamino
5pu8kNfJKT16wrrCNDJYi1fNAwCyncZr79azZWr2SfnV,defi,router,kamino: sol/ponke strategy address,kamino
HFjCeWXB1hTqJXRKfaNfLWXMTiKD1LdSYw8THiSsLgs7,defi,router,kamino: tnsr/jitosol strategy address,kamino
3zrfyXdQ52Nezfv89eecF9zUhgmPcPH9zrCKuedCafYJ,defi,router,kamino: sol/degod strategy address,kamino
AqAiv9TKsHDYjoFoVyFBy4WpP7iZBaFoocN1YzUE22K6,defi,router,kamino: bsol/vchf strategy address,kamino
CEw5WnVy5wK2JveyV6pza2Rq9iARw3vTn3h19iK2bUrS,defi,pool,solend: clone pool,solend
HPQPAnzLpFJVSvn1nsMK58xKikoELvdzjpfy8pJwyX87,defi,pool,solend: spot margin pool,solend
CVtoZBK1z3yxsLUL7gDZBFakQxQWYKLHHjprtutTQK8E,defi,router,kamino: bsol/jitosol strategy address,kamino
krGke4YWrvx3LeMMEX3dm5xjWmNGgMb6nevvTbBjSMX,defi,pool,solend: dsafadsfadsf pool,solend
GEkEy97TXv6oD6CV755nueQ77Lyy8xXUgjjakVBjEqER,defi,router,kamino: sol/zorksees strategy address,kamino
75WrtSz7rLCdBvAQhtHi8M2jC8HnpT8iUxcYkdeawr37,defi,reserve,kamino_2: ksoljitosolraydium reserve,kamino
ChFPm8ZuBMM3r6UNyjpvuzFGBq2g7kQysjA58efRvMs5,defi,pool,solend: wif pool,solend
5CdjPu8AZtGW92q8eB3Mx52cAPReQsFJT5NmUQwMLga9,defi,router,kamino: zex/jitosol strategy address,kamino
Fw7hktUxfRp52TcRXccg6svTvgpWF3zhRVBrPbWaVtiA,defi,router,kamino: sns/sol strategy address,kamino
tcWukLCpBYcPKhEaUSJNL3ZWkqKntzYDHW7Ju8gzvba,defi,router,kamino: sol/ele strategy address,kamino
Cth48DGszT1FbcEKQUCgNEYBGEy6m7mw5ZHkULpEh4SP,defi,router,kamino: shrky/sol strategy address,kamino
2THvza62KhM3P9eSP43nTNRfdCGhdNMaP9kZ77Akv5gs,defi,pool,solend: edgesol pool,solend
EVbyPKrHG6WBfm4dLxLMJpUDY43cCAcHSpV3KYjKsktW,defi,reserve,kamino_2: jitosol reserve,kamino
bQYiravAGVmvBzX8VjaSvMNmiKXcS7q6sDjutQLAQs3,defi,pool,solend: khai pool,solend
2YPw4UMeys9eKL9FEabDn3D3LxFNAfJspHiH3n2Wpmc4,defi,router,kamino: kmno/jupsol strategy address,kamino
C5BKs8bXKF9ezFwJtqdxN9AFezDQpvWDKGa1i6fHbjBM,defi,router,kamino: sol/whales strategy address,kamino
Cvp5Y1unKVbtG7aVqmBkS9vf66Ks8Evn58a9JerPWow3,defi,router,kamino: sol/giga strategy address,kamino
73ob5s2bjX3gcwf62js8SG2jNwDY6F1xiGcMH1mfhxik,defi,pool,solend: uncollateralized loan pool,solend
4mtuHtJ4kbtXECw2WMVsh7cYmryUCU6PR699aEzT7HCj,defi,router,kamino: jup/usdc strategy address,kamino
BMXYupw7EzkR1S7hXwLnbx8TuetdaJjmqNBpGJ1Awgdw,defi,router,kamino: kmno/pyusd strategy address,kamino
CFUMjdPcQ1XvFudoCoer8iT2WADPUCyru4LX7uxUFbPU,defi,router,kamino: kmno/blze strategy address,kamino
BSGqPgvzjwWqE25E2kfCgqiFJzyBQC4bh1ocPTgRsJi3,defi,router,kamino: sol/wif strategy address,kamino
EVCnCczQP3tAHHHZn7Egi8dGuxDodU6wvxuBQvqpTG8e,defi,router,kamino: sol/gme strategy address,kamino
CKb6vqModsWXbLqLmiKvLxec5Gf9ftxyXZBzd5Ft2oZ,defi,router,kamino: sol/retardio strategy address,kamino
2BCyWyhuHEVha8X4oWHZXrYBofG4K737FT9Suk3SvvuM,defi,pool,solend: turbo lst pool,solend
J6icioDnAYnd5gykwdRa3ssszkHbvaVKs5Vd2g1NfedD,defi,router,kamino: sol/billy strategy address,kamino
Hcz1o77tF9TpdEHcvrx29tz7SBKoQEwJA1wuJqGZYnTw,defi,reserve,kamino_2: tbtc reserve,kamino
Hmj82e48X9LNW8LeMLk186iE4UKPoUwWuLwoiqMpUiGm,defi,router,kamino: pyusd/usdc strategy address,kamino
CJLtCrW5aQSFcXEzWSYyeLTMF3F9HF23yeNDtrf7XqNa,defi,router,kamino: sol/boden strategy address,kamino
B2hNFZsMRgh54jpZdkUn23vQGtFpB1DoVw7oaNa8PMWH,defi,pool,solend: usdy pool,solend
E5cAg4LeYiJFndrk27265LA6dC1V4oAGKRXrmuki4yf8,defi,router,kamino: pyusd/susde strategy address,kamino
2rEBGsBhrEW7BcdoEsq33S9g9dfczohNrGyGt6jRtdp9,defi,router,kamino: kmno/bsol strategy address,kamino
febGYTnFX4GbSGoFHFeJXUHgNaK53fB23uDins9Jp1E,defi,reserve,kamino_2: eth reserve,kamino
BC7ycLnE7qvgfEYz3KtzwSJmCCaYjY9JUQq4ge8LpcCS,defi,router,kamino: kmno/jitosol strategy address,kamino
CVCsJFoYjN4gxABhuw71buKhGALRbBm5KvVJQcaodVpt,defi,router,kamino: jup/sol strategy address,kamino
4AtgvKEUnVzfnhGhfWdCbMt1ziV1E3Gk237JHP8g9TCv,defi,pool,solend: flame pool,solend
CoVGNiqThDaqQyL5vBer4A73Q4jkpbYQJ96d74W6W7HN,defi,pool,solend: sadfdsaf pool,solend
FTFvG4ckbKeFsCbQEnEnAxmNwHkcy2HatA1SjG4AD3EX,defi,router,kamino: sol/wif strategy address,kamino
FgdshY9SUe8yNeNTvGVNEGLfXqheVWPLK4sC2vWxM3CG,defi,router,kamino: spdr/usdc strategy address,kamino
2x4Ucb9U86Jj4Yk2t7GVBm58KTfm85hMJppnJ9CZEBPZ,defi,router,kamino: jup/sol strategy address,kamino
AunLwfv4ArJLyWtwtStFfzZ3FxhCRqwWAvZFYaSYoueo,defi,router,kamino: usdc/crown strategy address,kamino
5KqCWtLhXs33ebzjPDgP5QZeFzZD1sceg4oCCRznJBgz,defi,pool,solend: magic internet cat fund pool,solend
DJqHyMs9cHCyokg2rcG4yLB9VjmgAKSeCA2jiey4eokE,defi,router,kamino: sol/burrrd strategy address,kamino
2gc9Dm1eB6UgVYFBUN9bWks6Kes9PbWSaPaa9DqyvEiN,defi,reserve,kamino_2: pyusd reserve,kamino
F4jrW5K83sNLc9q2zXND4ZKZryuNtpg3ADdUYsQjK98p,defi,router,kamino: kmno/wif strategy address,kamino
91QPFSYEUFHaVytmUjGgibRXe1sbzserQLWFBbHkmSFj,defi,pool,solend: zzz pool,solend
4jQtJnWSqPxnPxhD7xyPsvXwm3LKeC4wDgmZt1ks1pj3,defi,router,kamino: pyusd/usdt strategy address,kamino
Aj7o7RrGtpmHDKUvqeDpU33CXpvSbwBfEd7emZUr8DYY,defi,router,kamino: usdc/usdt strategy address,kamino
7h2PBrpHy2z1e82rLahiHv1xapZ89GFUS9EJQcZhh7gn,defi,router,kamino: sol/nos strategy address,kamino
DsJUTfiykpVAN1s5abfkq79UJdNYtvQg3gPZuTLJGjvq,defi,router,kamino: kmno/jto strategy address,kamino
CH1yHzRgs6Wx123LmZo9JqsoaJU8YomAFjmy1v67tdWe,defi,pool,solend: slerf pool,solend
FeyZsGYDS161xEnGdZnR4iWGu4m7UuyU78Scssq7DxHv,defi,pool,solend: testosterone pool,solend
HbvkiF9eX4eFCsUaHzoiEZzKpmryzZDNkSqRhAW9gmAW,defi,router,kamino: mmosh/sol strategy address,kamino
GFLLgX9V6PR1PzhgsGzeyUddpt2ws2PBRAxRwoLrboGp,defi,reserve,kamino_2: ksoljitosolorca reserve,kamino
647jYKxpeEjXJCgXiw3W4JTAXjgwLk7AhC69F5Ak1NA8,defi,router,kamino: kmno/jitosol strategy address,kamino
9bMGXQ9hTunZJFj8ZrFhGz4dYKfmM3S78iLoPyFi2Vty,defi,router,kamino: sol/wealth strategy address,kamino
CLixBgZzyVgosUykGfh2adVAXfv7HncEcxAF8YsmsDGD,defi,router,kamino: sol/usdc strategy address,kamino
FLoDSnXrxawmBMc36ykzn8LwV6LLCb3c6W7aCmDm3phy,defi,router,kamino: sol/pyusd strategy address,kamino
EsG2Vq6p5e4CKnV6DyRdXbRdpPAWVr9A8CYcosfArzyn,defi,router,kamino: kmno/blze strategy address,kamino
536yNE7hY9jU2LuFNNTnQGyxsCC1xy1PKJqvjtnugeUB,defi,pool,nx finance: usdt pool,nx finance
AswrnRqNR4UXU93Bfgmjr313zf5snCNQwpSVT36HBJM6,defi,router,kamino: drift/jitosol strategy address,kamino
JHw1u8hoye4ZjmpoCr5j91YkJVjYMqcYPUzKcVzQvSv,defi,router,kamino: 21btc/jitosol strategy address,kamino
6vDQ8gGhCy3XJFTrzwQMDmgpmJiFDwmMxikVh89qiFYy,defi,pool,solend: redao pool pool,solend
7QL3fCXFsTY18mfmPj9PQEvg1AV1SajkmkLCUuS4TL2n,defi,router,kamino: kmno/sol strategy address,kamino
7Kjh4dzKd54WABsLW7FrBxcgpkmSxSpsaRtUwWZxUu3h,defi,router,kamino: sol/nos strategy address,kamino
6sSEAvUd5dysp9F8JxhazXHj3vZsTBL5EqpS5KWXifYn,defi,router,kamino: sol/pyusd strategy address,kamino
4DX2DnCR2Q5FqPGg8QhE99enFfsSqXTBxNDkXq2UHuYw,defi,router,kamino: sol/bork strategy address,kamino
QwvubtMngJeTDDy1NokSTFnPiHgJCzdoBMwXEvWbXPj,defi,router,kamino: sol/pyusd strategy address,kamino
7viLXABUFcUVbnfoqCwXS3yaSZLPnwn2ejVSUijQRuJU,defi,router,kamino: lst/jitosol strategy address,kamino
4Y3exYH6KGMbukDfiaX2ttxm9K2djuJWzjbm15UrRKzK,defi,router,kamino: sol/jco strategy address,kamino
Auz2XgwiuCZfCjPzMrbUNXqurda8PNoC3pv1PJGoDRE,defi,pool,solend: jlp pool,solend
BCChTjvwAQ13ZSzGv7LMXKP6Zed6Ag7f2qvsihFUpTZ8,defi,router,kamino: kmno/w strategy address,kamino
B7HWWTicHt1dCA7vbfeEQsc1JwcH7Qk3qAHc7zWMVP2r,defi,router,kamino: sol/ssol strategy address,kamino
B2ppB8iYYUo2D9V5Yyd1aqup7zqyQgj2zv6soHkRqpKh,defi,router,kamino: sol/xbg strategy address,kamino
5mTjkczMbAYAm9eUYXyoJkWxmCzSZzjdMK4hLp7t1G1w,defi,pool,solend: lst pool,solend
FxRjosfvTJZzxCUmCVaMewRgezpLa5rAnjRtLyrGUr3r,defi,router,kamino: zippysol/bsol strategy address,kamino
AzjtjBjJ9sfvbzE66AmXeJDfmiRiZwqfFo8r1X3bjKQ3,defi,router,kamino: kmno/moodeng strategy address,kamino
3VXtabCgrd3RYuHa6HisufMfiE4aUk84Hu5quDFhqECD,defi,router,kamino: kmno/usdc strategy address,kamino
8GK5xTG3cJgsF2wAbvfuSc6mDCv7cjEKAuUMrkcn3Ncu,defi,router,kamino: kmno/usdc strategy address,kamino
7w4nZE4h8RSotzo7W1PKwz2DKzxprQwDuj7b5xPXpxKw,defi,router,kamino: sol/foxes strategy address,kamino
9fbV3uW3bgTk1daEJSKzAs9tfD79zJceyxoj9wm4UUD6,defi,router,kamino: zex/bsol strategy address,kamino
9dfhgJQ7kw4ZSNqtfq8HrjhUmdrGaYwJhhf9hQLw7WeB,defi,router,kamino: cloud/scnsol strategy address,kamino
Ggn9EUzL5QQPM8JPsyu1MU1uD3rGJty7iXddLQnmxPyS,defi,reserve,kamino_2: xstep reserve,kamino
Cvb5fYPrBXGyCfd19UQQrmEZJYS1y2qk2fc4Gyczmexb,defi,router,kamino: kmno/sol strategy address,kamino
57U9pEC8NsWvHgWywd2xHTRkGQzWWYsWivxYRhtxZrLB,defi,reserve,kamino_2: ksolbsolorca reserve,kamino
8V6bEFkoBjHWT3fYmQD1mzixbt3PfLr1SB4yuyo1Aqr7,defi,router,kamino: sol/antt strategy address,kamino
CVoqf74LyKefeLDWjEZPSkM8YqArCWQ53WJdZzE747CK,defi,pool,solend: toke pool,solend
4AFAGAm5G8fkcKy7QerL88E7BiSE22ZRbvJzvaKjayor,defi,reserve,kamino_2: jup reserve,kamino
FPAwg5jadDs8AvUtvtAbit2RCZdkZES6yY5X6nCSuEw9,defi,reserve,kamino_2: ksolmsolraydium reserve,kamino
EdyCS4QAdy6TXWwX9b1BcwefqH7Jd6wE8PvkADrNcnr5,defi,router,kamino: sol/phteve strategy address,kamino
9k53PMwaY2wJNhVJ9Hv2hjir24FLhXxywgXNDnsdBkUY,defi,router,kamino: popcat/sol strategy address,kamino
GHckfrZCTQbMrYyWuGPgfmJx2sFgzkbSUtWYaJtJSK1P,defi,pool,solend: turbo purp pool,solend
Eud3oi6ibDdYyE5UoeaSWH3vttsuSU4ikHc5oY2E9831,defi,router,kamino: sol/scnsol strategy address,kamino
CHaDV6gi4rKEZ17pWewJERL1gg5kuNoG749eUA9EVF7m,defi,router,kamino: bsol/drift strategy address,kamino
GnMEwiMgFt7Yzp4tRAvxwwm8oz6hrBvN49bZRg1TT84u,defi,router,kamino: sol/phteve strategy address,kamino
FXUyHF6MRzSm1NBdEZBU177xTzPoKtDXJPEUhQbzCAVQ,defi,router,kamino: kmno/scnsol strategy address,kamino
FtTdep5WDVm8r4dU6MZ8uGyBeVUFDB14Tgbrv2w1Bdc3,defi,router,kamino: sol/wif strategy address,kamino
DvK76xvo2dnAEkDBSVNFWzfJ8WC49rGkRkkAvnQbYTxS,defi,router,kamino: jlp/jitosol strategy address,kamino
BWNDZS236Teq4czmvoY5qn3WeZ2ViYRAwcQx6Lbo9gMY,defi,router,kamino: jlp/jitosol strategy address,kamino
eueSXK6AiAPhrnQfmqrjgLcHTQUasrR2qH7V6yK5vjq,defi,router,kamino: sol/holy strategy address,kamino
3D2AsTGFSjugK3tBYPinrW6nqePhn9CLq6YPSUPkGMen,defi,router,kamino: sol/gme strategy address,kamino
Grtyv2Yf3iHs89nDuHGR7gQSeC52x5JNgVD4dXvT2WQ3,defi,pool,atrix finance farm,atrix
7sfxkYUsHddBVgVE57Z4PuKrwiKbniPmZkucMDRrAvNR,defi,router,kamino: HNT/USDC strategy address,kamino
iNeq88RkcvbwfnWAsqw5rQvJTbuKEA15PaMe7YAcTx3,defi,pool,inertia,friktion
6sWvoyGaHngg95ZxDZC6b2z4VScBbgvebPDXtnwvQXMT,defi,pool,psyoptions: stsol-call,psyoptions
4126xde9kNR9qd2juNzTaotEg9o9iHDSKdVyD8BFw96j,defi,pool,atrix finance pool,atrix
7Sy8M8cXZFyyyHRDyiLi1WumPcgpnYUviuPm1Dp3XFmb,defi,pool,solend: aurory pool,solend
PSYFiYqguvMXwpDooGdYV6mju92YEbFobbvW617VNcq,defi,general_contract,psyfinance v2 program,psyfinance
3fnTM6qiHEUfhpWyW4kvmzNBhQFwUPtsJHMaxfARbnsk,defi,general_contract,growsol team,growsol
8nSupBU3aSnBKJE29efVPeCuDM4nnBvcTtM8guSecvKQ,defi,pool,atrix finance pool,atrix
24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,defi,vault,meteora vault program,meteora
HPDeFtyiC5pTXfSVuncVmksco5Qc1FV7dGu9ap2CRje,defi,router,kamino: sol/gmt strategy address,kamino
DHxG3nYCKWjd2Tbdf348asKD8LC5qodbtGZCGqA6rrHZ,defi,pool,solend: turbo sobtc pool,solend
7dhbwxmci3dt8ufywyzweblxgycu7y3il6trkn1y7arj,defi,pool,lido: stsol,lido
7KqB3vRJQDdGwK7ewiDpAxXpTeMmgGicdDdbftQH41XC,defi,router,kamino: USDH/ETH strategy address,kamino
67NkSUhwU1wSNAHWEJAq7ghrhpbsWsXNYwMUWDhCb8gB,defi,pool,atrix finance pool,atrix
GBJcjGu4XWwzcdDQbguGB51ieGZ4ctuMUdht4S8yaSNP,defi,pool,solend: sdfsd pool,solend
Ha3V86wpEpAygSRSQV8b9V6sRyaRpXfoP4mbkz2KoQNM,defi,pool,atrix finance farm,atrix
DoJk4qQjh22B1AcAVSYsjwf6AZLTDBG4T6t1oJ5abvS3,defi,pool,atrix finance pool,atrix
7WsUDxAGuYDRcjap6zdXPiQXA9guHSydYAybiAyZkwYL,defi,pool,atrix finance farm,atrix
62GyyKoEKsL1iqXPjKkr7zzSxQRPAo8aTe4urfJJFY76,defi,pool,atrix finance pool,atrix
CbRffGwkfThLuMdi8T3hmxeCc5cQ6VcoYerFyCtzcaFE,defi,pool,atrix finance farm,atrix
Au3S1ZSkGwm1fo7g3WFhkD1rcPoUXj7h5ubsGsUFqbLX,defi,pool,solend: amm pool,solend
8oZVstz1YaEdgu5yc9Bi7bi2ACT2sEfgG3ofZ8ZresC4,defi,router,kamino: bSOL/JITOSOL strategy address,kamino
MR2LqxoSbw831bNy68utpu5n4YqBH3AzDmddkgk9LQv,defi,staking_contract,marinade staking,marinade finance
AMBof2xJKxGH2Am2YbRHfog1Rn7BJ82E8ZWBJMbvKq1C,defi,pool,atrix finance pool,atrix
73a2yN8Qd4dN8g9RJBeHCUywMdXaKoh7LRuF7Gj9dL8Z,defi,fee_wallet,kamino fee wallet,kamino
FA2ScSJokN5JJaCVj1UuP2Fbv9c91GqRiU1DvqSWSeXd,defi,pool,atrix finance pool,atrix
FuUCpqKfb59SzeAu2HEzBkpmfpU7q2BBHw8iQs1uS1nz,defi,pool,frakt: og atadians pool,frakt
CKtWxAuRndUf1ZrTdX1m4VbLK1GExxHuw5BGcw8ZtSSW,defi,router,kamino: stsol/ldo strategy address,kamino
3zscq55LXJUTKBbbEQ7GiFSQujJWeEstiCS9VbGbevKP,defi,pool,psyoptions: ftt-call,psyoptions
2QdyS4RRs4BqYn7PMb6LdihvYbdntYy6hXJCKX6bUhtb,defi,pool,atrix finance pool,atrix
7x3hNWGPNjSZMH54rGWpx74hdVgZZJY2u3XqdL42G4b6,defi,pool,solend: turbo msol/sol pool,solend
